maDiaDiem,tenDiaDiem,moTa,diaChi,maTinhThanh,tenTinhThanh,loaiDiaDiem,viDo,kinhDo,giaVe,gioMoCua,gioDongCua,dienThoai,website,danhGiaTrungBinh,soLuotDanhGia,soLuotXem,maNguoiTao,tenNguoiTao,ngayTao,lanCapNhatCuoi,trangThai,dacDiem,tienNghi
50380,Cột mốc KM số 0 (Thành phố Hà Giang),"Hà Giang trước đây là một tỉnh thuộc vùng Đông Bắc Bộ và là tỉnh cực bắc của Việt Nam. Ngày 12 tháng 6 năm 2025, Quốc hội thông qua Nghị quyết số 202/2025/QH15 về việc sắp xếp đơn vị hành chính cấp tỉnh năm 2025, theo đó tỉnh được giải thể để sáp nhập vào tỉnh Tuyên Quang.
Hà Giang vốn có tên là Hà Dương (河楊), là một tỉnh cũ thuộc vùng Đông Bắc Bộ, Việt Nam.
Năm 2018, Hà Giang là đơn vị hành chính Việt Nam đông thứ 48 về số dân, xếp thứ 58 về Tổng sản phẩm trên địa bàn (GRDP) và là tỉnh nghèo tr","Cột mốc KM số 0 (Thành phố Hà Giang), Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:26,2025-11-02 19:19:26,active,"Hà Giang trước đây là một tỉnh thuộc vùng Đông Bắc Bộ và là tỉnh cực bắc của Việt Nam. Ngày 12 tháng 6 năm 2025, Quốc hội thông qua Nghị quyết số 202/2025/QH15 về việc sắp xếp đơn vị hành chính cấp tỉ","Tham quan, chụp ảnh"
50381,Chợ tình Khâu Vai,"Chợ Khau Vai, còn gọi là chợ tình Khau Vai, là chợ lễ hội ở bản Khau Vai xã Khâu Vai tỉnh Tuyên Quang, Việt Nam.
Tên gọi ""Khau Vai"" theo tiếng Tày - Nùng có nghĩa là ""đèo Mây - dây Mây"", tuy nhiên nhiều văn liệu đã ghi thành ""Khâu Vai"". Du khách có khi gọi chợ là chợ Phong Lưu. Hàng năm chợ chỉ họp một lần vào ngày 27 tháng 3 âm lịch. Chợ đã có từ gần 100 năm nay , trong đó có nguồn nói là từ năm 1919.
Lúc đầu chợ gần như không có người bán, người mua hàng hóa đúng nghĩa mà chỉ có một số người b","Chợ tình Khâu Vai, Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:28,2025-11-02 19:19:28,active,"Chợ Khau Vai, còn gọi là chợ tình Khau Vai, là chợ lễ hội ở bản Khau Vai xã Khâu Vai tỉnh Tuyên Quang, Việt Nam.
Tên gọi ""Khau Vai"" theo tiếng Tày - Nùng có nghĩa là ""đèo Mây - dây Mây"", tuy nhiên nhi","Tham quan, chụp ảnh"
50382,Làng Lô Lô Chải (Đồng Văn),"Đồng Văn là một huyện miền núi cũ thuộc tỉnh Hà Giang cũ, đồng thời là huyện cực bắc của Việt Nam.","Làng Lô Lô Chải (Đồng Văn), Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:31,2025-11-02 19:19:31,active,"Đồng Văn là một huyện miền núi cũ thuộc tỉnh Hà Giang cũ, đồng thời là huyện cực bắc của Việt Nam.","Tham quan, chụp ảnh"
50383,Hang động Lùng Khúy,"Hang Lùng Khúy là hang trong dãy núi ở bản Lùng Khúy xã Quản Bạ tỉnh Tuyên Quang, Việt Nam .
Hang Lùng Khúy thuộc dạng karst trong dãy núi đá vôi. Hang nằm cách trung tâm tỉnh Tuyên Quang khoảng 200 km. Từ trung tâm xã Quản Bạ đi theo quốc lộ 4C chừng 8 km và leo bộ 2 km để tới cửa hang. Hang Lùng Khúy được mệnh danh là hang đẹp nhất trong các hang động đã được phát hiện ở Công viên địa chất toàn cầu Cao nguyên đá Đồng Văn .","Hang động Lùng Khúy, Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:32,2025-11-02 19:19:32,active,"Hang Lùng Khúy là hang trong dãy núi ở bản Lùng Khúy xã Quản Bạ tỉnh Tuyên Quang, Việt Nam .
Hang Lùng Khúy thuộc dạng karst trong dãy núi đá vôi. Hang nằm cách trung tâm tỉnh Tuyên Quang khoảng 200 k","Tham quan, chụp ảnh"
50384,Chợ phiên Mèo Vạc,"Hà Giang trước đây là một tỉnh thuộc vùng Đông Bắc Bộ và là tỉnh cực bắc của Việt Nam. Ngày 12 tháng 6 năm 2025, Quốc hội thông qua Nghị quyết số 202/2025/QH15 về việc sắp xếp đơn vị hành chính cấp tỉnh năm 2025, theo đó tỉnh được giải thể để sáp nhập vào tỉnh Tuyên Quang.
Hà Giang vốn có tên là Hà Dương (河楊), là một tỉnh cũ thuộc vùng Đông Bắc Bộ, Việt Nam.
Năm 2018, Hà Giang là đơn vị hành chính Việt Nam đông thứ 48 về số dân, xếp thứ 58 về Tổng sản phẩm trên địa bàn (GRDP) và là tỉnh nghèo tr","Chợ phiên Mèo Vạc, Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:34,2025-11-02 19:19:34,active,"Hà Giang trước đây là một tỉnh thuộc vùng Đông Bắc Bộ và là tỉnh cực bắc của Việt Nam. Ngày 12 tháng 6 năm 2025, Quốc hội thông qua Nghị quyết số 202/2025/QH15 về việc sắp xếp đơn vị hành chính cấp tỉ","Tham quan, chụp ảnh"
50385,Hồ Noong (Huyện Vị Xuyên),"Vị Xuyên là một huyện miền núi biên giới cũ thuộc tỉnh Hà Giang cũ, Việt Nam.","Hồ Noong (Huyện Vị Xuyên), Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:36,2025-11-02 19:19:36,active,"Vị Xuyên là một huyện miền núi biên giới cũ thuộc tỉnh Hà Giang cũ, Việt Nam.","Tham quan, chụp ảnh"
50386,Thác Tiên - Đèo Gió (Xín Mần),"Hà Giang trước đây là một tỉnh thuộc vùng Đông Bắc Bộ và là tỉnh cực bắc của Việt Nam. Ngày 12 tháng 6 năm 2025, Quốc hội thông qua Nghị quyết số 202/2025/QH15 về việc sắp xếp đơn vị hành chính cấp tỉnh năm 2025, theo đó tỉnh được giải thể để sáp nhập vào tỉnh Tuyên Quang.
Hà Giang vốn có tên là Hà Dương (河楊), là một tỉnh cũ thuộc vùng Đông Bắc Bộ, Việt Nam.
Năm 2018, Hà Giang là đơn vị hành chính Việt Nam đông thứ 48 về số dân, xếp thứ 58 về Tổng sản phẩm trên địa bàn (GRDP) và là tỉnh nghèo tr","Thác Tiên - Đèo Gió (Xín Mần), Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:40,2025-11-02 19:19:40,active,"Hà Giang trước đây là một tỉnh thuộc vùng Đông Bắc Bộ và là tỉnh cực bắc của Việt Nam. Ngày 12 tháng 6 năm 2025, Quốc hội thông qua Nghị quyết số 202/2025/QH15 về việc sắp xếp đơn vị hành chính cấp tỉ","Tham quan, chụp ảnh"
50387,Dốc Bắc Sum,"Đèo Bắc Sum hay dốc Bắc Sum là đèo trên quốc lộ 4C ở vùng đất xã Minh Tân, tỉnh Tuyên Quang, Việt Nam.
Tên đèo còn viết là đèo Bắc Xum. Đèo được đặt theo tên bản Bắc Sum. Sau này thôn Tân Sơn ở chân dốc thành lập, nên bản Bắc Sum hiện nay ở xa dốc đến trên 2 km. Theo ""Danh mục địa danh dân cư..."" thì tên là ""đèo Bắc Sum"".
Tại địa phương tên bản theo tiếng Tày - Nùng là Păc Sum.","Dốc Bắc Sum, Hà Giang, Việt Nam",80,Hà Giang,dia_danh,22.8298,104.9784,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:41,2025-11-02 19:19:41,active,"Đèo Bắc Sum hay dốc Bắc Sum là đèo trên quốc lộ 4C ở vùng đất xã Minh Tân, tỉnh Tuyên Quang, Việt Nam.
Tên đèo còn viết là đèo Bắc Xum. Đèo được đặt theo tên bản Bắc Sum. Sau này thôn Tân Sơn ở chân d","Tham quan, chụp ảnh"
50388,Thác Bản Giốc,"Thác Bản Giốc, phần phía Trung Quốc gọi là thác Đức Thiên (tiếng Trung: 德天瀑布; bính âm: Détiān pùbù), là một nhóm thác nước nằm trên sông Quây Sơn tại biên giới giữa Việt Nam và Trung Quốc. Nếu nhìn từ phía dưới chân thác, phần thác bên trái và nửa phía tây của thác bên phải thuộc chủ quyền của Việt Nam tại xã Đàm Thủy, tỉnh Cao Bằng; nửa phía đông của thác bên phải thuộc chủ quyền của Trung Quốc tại thôn Đức Thiên, trấn Thạc Long, huyện Đại Tân, thành phố Sùng Tả của khu tự trị dân tộc Choang Qu","Xã Đàm Thủy, Tỉnh Cao Bằng",81,Cao Bằng,dia_danh,22.8539003,106.7232867,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:45,2025-11-02 19:19:45,active,"Thác Bản Giốc, phần phía Trung Quốc gọi là thác Đức Thiên (tiếng Trung: 德天瀑布; bính âm: Détiān pùbù), là một nhóm thác nước nằm trên sông Quây Sơn tại biên giới giữa Việt Nam và Trung Quốc. Nếu nhìn từ","Tham quan, chụp ảnh"
50389,Khu di tích lịch sử Pác Bó - Suối Lê Nin,"Khu di tích Pác Bó là một khu di tích lịch sử cách mạng quốc gia - đặc biệt của Việt Nam, thuộc bản Pác Bó, xã Trường Hà, tỉnh Cao Bằng, cách phường Thục Phán 52 km về phía Bắc, là điểm đầu (km 0) của đường Hồ Chí Minh .
Khu di tích lịch sử Pác Bó được Thủ tướng Chính phủ xếp hạng Di tích Quốc gia đặc biệt tại Quyết định số 548/QĐ-TTg ngày 10/5/2012.. Khu di tích bao gồm: nhà tưởng niệm Bác Hồ, hang Cốc Bó (tên địa phương có nghĩa là ""đầu nguồn""), hang Lũng Lạn, hang Ngườm Vài (đều trên núi Các ","Khu di tích lịch sử Pác Bó - Suối Lê Nin, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:47,2025-11-02 19:19:47,active,"Khu di tích Pác Bó là một khu di tích lịch sử cách mạng quốc gia - đặc biệt của Việt Nam, thuộc bản Pác Bó, xã Trường Hà, tỉnh Cao Bằng, cách phường Thục Phán 52 km về phía Bắc, là điểm đầu (km 0) của","Tham quan, chụp ảnh"
50390,Động Ngườm Ngao,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  25.203.769 triệu VNĐ , xếp thứ 34; thu ngân sách 2024: 2.476.011 triệu VNĐ, xếp thứ 33; thu nhập bình quân: 30,70 triệu VNĐ/năm,  xếp thứ 32.","Đường vào Động Ngườm Ngao, Xã Đàm Thủy, Tỉnh Cao Bằng",81,Cao Bằng,dia_danh,22.8463574,106.7060495,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:50,2025-11-02 19:19:50,active,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  2","Tham quan, chụp ảnh"
50391,Núi Mắt Thần (Núi Thủng),"Núi Thủng (tiếng Tày: Phja Piót) là một ngọn núi nhỏ ở Cao Bằng, nằm trong Công viên địa chất Non nước Cao Bằng. Ngọn núi này có một cái hang lớn tên là Phia Lông xuyên qua thân núi, khiến cho ánh sáng Mặt trời khi chiếu vào núi từ bên kia có thể thấy được khi nhìn ở vị trí đối diện. Do đó, nó còn được gọi là núi Mắt Thần. Trong tiếng Tày, tên núi Phja Piót nghĩa là ""cái núi bị thủng một lỗ, dùi xuyên qua như để gió lùa thông thống bên nọ sang bên kia"".","Núi Mắt Thần (Núi Thủng), Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:52,2025-11-02 19:19:52,active,"Núi Thủng (tiếng Tày: Phja Piót) là một ngọn núi nhỏ ở Cao Bằng, nằm trong Công viên địa chất Non nước Cao Bằng. Ngọn núi này có một cái hang lớn tên là Phia Lông xuyên qua thân núi, khiến cho ánh sán","Tham quan, chụp ảnh"
50392,Hồ Thăng Hen,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  25.203.769 triệu VNĐ , xếp thứ 34; thu ngân sách 2024: 2.476.011 triệu VNĐ, xếp thứ 33; thu nhập bình quân: 30,70 triệu VNĐ/năm,  xếp thứ 32.","Xã Trà Lĩnh, Tỉnh Cao Bằng",81,Cao Bằng,dia_danh,22.7581541,106.2948146,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:55,2025-11-02 19:19:55,active,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  2","Tham quan, chụp ảnh"
50393,Đèo Mã Phục,"Đèo Mã Pí Lèng (còn được phiên âm là Mã Pì Lèng, Mả Pì Lèng, hay Mã Pỉ Lèng), là đèo trên quốc lộ 4C ở vùng đất xã Đồng Văn và xã Mèo Vạc thuộc tỉnh Tuyên Quang, Việt Nam.
Quốc lộ 4C là con đường mang tên Đường Hạnh Phúc nối liền phường Hà Giang 1 với xã Đồng Văn 23°16′42″B 105°21′40″Đ và xã Mèo Vạc 23°09′48″B 105°24′37″Đ thuộc Cao nguyên Đồng Văn. Đèo Mã Pí Lèng là cung đường đèo hiểm trở dài khoảng 20 km, vượt núi Mã Pí Lèng ở sườn phía đông với độ cao vùng đỉnh đèo khoảng 1.200 - 1.400 m . Đư","Xã Trà Lĩnh, Tỉnh Cao Bằng",81,Cao Bằng,dia_danh,22.7307473,106.337545,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:19:58,2025-11-02 19:19:58,active,"Đèo Mã Pí Lèng (còn được phiên âm là Mã Pì Lèng, Mả Pì Lèng, hay Mã Pỉ Lèng), là đèo trên quốc lộ 4C ở vùng đất xã Đồng Văn và xã Mèo Vạc thuộc tỉnh Tuyên Quang, Việt Nam.
Quốc lộ 4C là con đường mang","Tham quan, chụp ảnh"
50394,Vườn Quốc gia Phia Oắc - Phia Đén,"Vườn quốc gia tại Việt Nam là một danh hiệu được Chính phủ Việt Nam công nhận chính thức thông qua nghị định. Thông thường, vườn quốc gia nằm trên địa phận nhiều tỉnh, thành phố thì do Bộ Nông nghiệp và Phát triển Nông thôn Việt Nam quản lý còn vườn quốc gia nằm trong địa giới một tỉnh, thành phố thì do Ủy ban nhân dân tỉnh, thành phố đó quản lý. Các vườn quốc gia tại Việt Nam trải dài từ Bắc đến Nam, từ biên giới đến hải đảo xa xôi, nhằm bảo vệ hệ sinh thái tự nhiên, động thực vật, cảnh quan tự","Xã Thành Công, Tỉnh Cao Bằng",81,Cao Bằng,dia_danh,22.5955877,105.8849439,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:01,2025-11-02 19:20:01,active,"Vườn quốc gia tại Việt Nam là một danh hiệu được Chính phủ Việt Nam công nhận chính thức thông qua nghị định. Thông thường, vườn quốc gia nằm trên địa phận nhiều tỉnh, thành phố thì do Bộ Nông nghiệp ","Tham quan, chụp ảnh"
50395,Chùa Phật Tích Trúc Lâm Bản Giốc,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  25.203.769 triệu VNĐ , xếp thứ 34; thu ngân sách 2024: 2.476.011 triệu VNĐ, xếp thứ 33; thu nhập bình quân: 30,70 triệu VNĐ/năm,  xếp thứ 32.","Chùa Phật Tích Trúc Lâm Bản Giốc, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:03,2025-11-02 19:20:03,active,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  2","Tham quan, chụp ảnh"
50396,Làng đá cổ Khuổi Ky,"Quân đội Nhân dân Việt Nam (QĐNDVN; tiếng Anh: Vietnam People's Army, viết tắt: VPA) là lực lượng quân sự của Việt Nam đồng thời là lực lượng nòng cốt của Lực lượng vũ trang Nhân dân Việt Nam. Theo Bộ Quốc phòng Việt Nam, sứ mệnh là: ""vì độc lập tự do của Tổ quốc, vì chủ nghĩa xã hội, vì hạnh phúc của nhân dân"". Ngày truyền thống là ngày 22 tháng 12 hàng năm. Quân kỳ là quốc kỳ Việt Nam có thêm dòng chữ ""Quyết thắng"" màu vàng ở góc phía trên bên trái (hay phía cột cờ). Mười lời thề danh dự nói r","Làng đá cổ Khuổi Ky, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:05,2025-11-02 19:20:05,active,"Quân đội Nhân dân Việt Nam (QĐNDVN; tiếng Anh: Vietnam People's Army, viết tắt: VPA) là lực lượng quân sự của Việt Nam đồng thời là lực lượng nòng cốt của Lực lượng vũ trang Nhân dân Việt Nam. Theo Bộ","Tham quan, chụp ảnh"
50397,Di tích Quốc gia đặc biệt Rừng Trần Hưng Đạo,"Di tích là dấu vết của quá khứ còn lưu lại trong lòng đất hoặc trên mặt đất có ý nghĩa về mặt văn hóa và lịch sử"". Ở Việt Nam, một di tích khi đủ các điều kiện sẽ được công nhận theo thứ tự: di tích cấp tỉnh, di tích cấp quốc gia và di tích quốc gia đặc biệt. Di tích quốc gia đặc biệt là những di tích Việt Nam có giá trị đặc biệt tiêu biểu của quốc gia. Di tích quốc gia đặc biệt do Thủ tướng Chính phủ quyết định xếp hạng trên cơ sở lựa chọn các di tích quan trọng đã được Bộ Văn hóa, Thể thao và ","Di tích Quốc gia đặc biệt Rừng Trần Hưng Đạo, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:07,2025-11-02 19:20:07,active,"Di tích là dấu vết của quá khứ còn lưu lại trong lòng đất hoặc trên mặt đất có ý nghĩa về mặt văn hóa và lịch sử"". Ở Việt Nam, một di tích khi đủ các điều kiện sẽ được công nhận theo thứ tự: di tích c","Tham quan, chụp ảnh"
50398,Làng rèn Phúc Sen,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  25.203.769 triệu VNĐ , xếp thứ 34; thu ngân sách 2024: 2.476.011 triệu VNĐ, xếp thứ 33; thu nhập bình quân: 30,70 triệu VNĐ/năm,  xếp thứ 32.","Làng rèn Phúc Sen, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:10,2025-11-02 19:20:10,active,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  2","Tham quan, chụp ảnh"
50399,Di tích lịch sử Đông Khê,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  25.203.769 triệu VNĐ , xếp thứ 34; thu ngân sách 2024: 2.476.011 triệu VNĐ, xếp thứ 33; thu nhập bình quân: 30,70 triệu VNĐ/năm,  xếp thứ 32.","Quốc lộ 4A;Quốc Lộ 34B, Xã Đông Khê, Tỉnh Cao Bằng",81,Cao Bằng,dia_danh,22.4300405,106.4332714,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:12,2025-11-02 19:20:12,active,"Cao Bằng là một tỉnh thuộc vùng Đông Bắc Bộ, Việt Nam. Theo dữ liệu Sáp nhập tỉnh, thành Việt Nam 2025,  Cao Bằng có diện tích:  6.700 km², xếp thứ 23; dân số: 573.119 người, xếp thứ 33; GRDP 2024:  2","Tham quan, chụp ảnh"
50400,Ngã ba sông Bằng - sông Hiến,"Sông Bạch Đằng ngày nay dài hơn 20 km, bắt đầu từ Phà Rừng giữa Hải Phòng và Quảng Ninh, nơi giao nhau của sông Giá, sông Chanh và sông Đá Bạc, kéo dài đến cửa biển Nam Triệu. Sông Bạch Đằng có đặc điểm đặc trưng do sự chênh lệch của thủy triều gây nên, tạo điều kiện cho một trận địa đánh giặc. Mặt nước có độ chênh lệch khi thủy triều dâng lên và hạ xuống là khoảng 4 mét. Nhờ các đặc điểm đó, khi triều lên, nước có khả năng che lấp hết toàn bộ bãi cọc, khi nước rút, các cọc nhọn nhô lên đến 2 mé","Ngã ba sông Bằng - sông Hiến, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:15,2025-11-02 19:20:15,active,"Sông Bạch Đằng ngày nay dài hơn 20 km, bắt đầu từ Phà Rừng giữa Hải Phòng và Quảng Ninh, nơi giao nhau của sông Giá, sông Chanh và sông Đá Bạc, kéo dài đến cửa biển Nam Triệu. Sông Bạch Đằng có đặc đi","Tham quan, chụp ảnh"
50401,Đền Vua Lê (Thành Na Lữ),"Gia Long (chữ Hán: 嘉隆; 8 tháng 2 năm 1762 – 3 tháng 2 năm 1820), tên húy là Nguyễn Phúc Ánh (阮福暎), thường được gọi là Nguyễn Ánh (阮暎), là một nhà chính trị, nhà quân sự người Việt Nam, vị vua sáng lập nhà Nguyễn, triều đại quân chủ cuối cùng trong lịch sử Việt Nam. Ông trị vì từ năm 1802 đến khi qua đời năm 1820, được truy tôn miếu hiệu là Nguyễn Thế Tổ (阮世祖). Trong suốt thời gian trị vì ông chỉ sử dụng một niên hiệu là Gia Long (嘉隆), nên thường được gọi là Gia Long Đế.
Nguyễn Ánh là cháu nội củ","Đền Vua Lê (Thành Na Lữ), Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:17,2025-11-02 19:20:17,active,"Gia Long (chữ Hán: 嘉隆; 8 tháng 2 năm 1762 – 3 tháng 2 năm 1820), tên húy là Nguyễn Phúc Ánh (阮福暎), thường được gọi là Nguyễn Ánh (阮暎), là một nhà chính trị, nhà quân sự người Việt Nam, vị vua sáng lập","Tham quan, chụp ảnh"
50402,Núi Phia Tắp (Hang Pác Bó),"Núi Phia Tắp (Hang Pác Bó) là một địa điểm du lịch nổi tiếng tại Cao Bằng, Việt Nam. Đây là điểm đến thu hút nhiều du khách với cảnh quan đẹp và nhiều hoạt động thú vị.","Núi Phia Tắp (Hang Pác Bó), Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:28,2025-11-02 19:20:28,active,Địa điểm du lịch nổi tiếng tại Cao Bằng,"Tham quan, chụp ảnh"
50403,Hang Dơi (Hang Ngườm Pục),"Hang Dơi (Hang Ngườm Pục) là một địa điểm du lịch nổi tiếng tại Cao Bằng, Việt Nam. Đây là điểm đến thu hút nhiều du khách với cảnh quan đẹp và nhiều hoạt động thú vị.","Hang Dơi (Hang Ngườm Pục), Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:36,2025-11-02 19:20:36,active,Địa điểm du lịch nổi tiếng tại Cao Bằng,"Tham quan, chụp ảnh"
50404,Đèo Mẻ Pia,"Đèo Mẻ Pia là một địa điểm du lịch nổi tiếng tại Cao Bằng, Việt Nam. Đây là điểm đến thu hút nhiều du khách với cảnh quan đẹp và nhiều hoạt động thú vị.","Đèo Mẻ Pia, Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:46,2025-11-02 19:20:46,active,Địa điểm du lịch nổi tiếng tại Cao Bằng,"Tham quan, chụp ảnh"
50405,Thành Bản Phủ (Di tích Thành Nà Lữ),"Thành Bản Phủ nằm trên một vùng rộng lớn bao quanh là sông nước và đồng ruộng thuộc phường Thục Phán, tỉnh Cao Bằng.
Theo truyền thuyết và sử sách, đây là nơi thiết triều của ba đời vua Mạc là Mạc Kính Cung, Mạc Kính Khoan và Mạc Kính Vũ trải dài 83 năm. Qua nghiên cứu và xác định niên đại những di vật nằm trong địa tầng, phần lớn các hiện vật thu được cho thấy thành này được xây dựng từ thời Lê – Mạc.","Thành Bản Phủ (Di tích Thành Nà Lữ), Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:48,2025-11-02 19:20:48,active,"Thành Bản Phủ nằm trên một vùng rộng lớn bao quanh là sông nước và đồng ruộng thuộc phường Thục Phán, tỉnh Cao Bằng.
Theo truyền thuyết và sử sách, đây là nơi thiết triều của ba đời vua Mạc là Mạc Kín","Tham quan, chụp ảnh"
50406,Đền Kỳ Sầm (Thờ Nùng Trí Cao),"Nùng Trí Cao hay Nông Trí Cao (chữ Hán: 儂智高 Tráng văn: Nungz Cigaoh; 1025 - 1055) là một lãnh tụ người Tày, Nùng, Tráng nổi lên đòi tự trị giữa Đại Tống và Đại Cồ Việt thời nhà Lý.
Sau khi nhà Tống thống nhất Trung Quốc, đối với các sắc tộc mà Hán tộc coi họ là man di, nhà Tống đặt ra một hệ thống hành chính mới cho các sắc tộc này, đó là hệ thống “ki mi” gọi là “ki mi chế” (jimi zhi, 羁縻制), có nghĩa là các sắc tộc hay các bộ lạc tự quản trị địa phương của mình, tuy nhiên thuế khoá hay nhân lực v","Đền Kỳ Sầm (Thờ Nùng Trí Cao), Cao Bằng, Việt Nam",81,Cao Bằng,dia_danh,22.6659,106.2574,,08:00,17:00,,,4.0,0,0,,,2025-11-02 19:20:50,2025-11-02 19:20:50,active,"Nùng Trí Cao hay Nông Trí Cao (chữ Hán: 儂智高 Tráng văn: Nungz Cigaoh; 1025 - 1055) là một lãnh tụ người Tày, Nùng, Tráng nổi lên đòi tự trị giữa Đại Tống và Đại Cồ Việt thời nhà Lý.
Sau khi nhà Tống th","Tham quan, chụp ảnh"
