name,city,rating,types,latitude,longitude,description,category,price_level,amenities,room_types,cuisine_type,specialties,food_type,historical_period,special_features,entertainment_type,wellness_type,family_type,created_at
Bar Ocean,Phu Quoc,4.7,['pub'],10.26952631076903,104.18003027783917,Địa điểm pub tại Phu Quoc,pub,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque Dong Nai,Dong Nai,4.0,['mosque'],10.909859712660207,107.20803251839644,Địa điểm mosque tại Dong Nai,mosque,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Tam Dao,Tam Dao,4.7,['harbor'],21.9362809645892,105.28382515629276,Địa điểm harbor tại Tam Dao,harbor,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Nghe An,Nghe An,4.2,['beach'],18.45915936187777,105.24468774340572,Địa điểm beach tại Nghe An,beach,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque An Giang,An Giang,2.8,['mosque'],10.149876781931708,104.99381973446498,Địa điểm mosque tại An Giang,mosque,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm Tien Giang,Tien Giang,4.7,['atm'],10.058927837141711,106.83562145437725,Địa điểm atm tại Tien Giang,atm,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Marina Quang Nam,Quang Nam,3.2,['marina'],15.840235978591265,108.30450696312654,Địa điểm marina tại Quang Nam,marina,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Train Station Hoi An,Hoi An,4.8,['train_station'],16.29802210059902,108.31552934245946,Địa điểm train station tại Hoi An,train_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Long An,Long An,3.2,['swimming_pool'],10.685227400846625,106.37017972235914,Địa điểm swimming pool tại Long An,swimming_pool,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Spa Zen,Da Lat,4.9,['spa'],12.2888698919063,108.0191756940468,Địa điểm spa tại Da Lat,spa,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Da Nang,Da Nang,4.2,['mountain'],16.358463344927156,107.72917397475544,Địa điểm mountain tại Da Nang,mountain,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Tien Giang,Tien Giang,3.0,['golf_course'],10.225482187245174,105.970680658267,Địa điểm golf course tại Tien Giang,golf_course,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Post Office Kon Tum,Kon Tum,3.4,['post_office'],14.574674393187191,107.73512084520851,Địa điểm post office tại Kon Tum,post_office,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Plaza Ca Mau,Ca Mau,4.6,['shopping_mall'],9.439331937653153,104.98147390964256,Địa điểm shopping mall tại Ca Mau,shopping_mall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Soc Trang,Soc Trang,3.8,['hospital'],9.20529474227542,106.18576501170664,Địa điểm hospital tại Soc Trang,hospital,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bus Station Tien Giang,Tien Giang,3.1,['bus_station'],9.91036996101728,106.53003267797652,Địa điểm bus station tại Tien Giang,bus_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Spa Relax,Quang Ngai,4.9,['spa'],15.181204426958598,108.78626859909237,Địa điểm spa tại Quang Ngai,spa,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Ha Long,Ha Long,4.8,['university'],20.439714935266476,106.85228478510936,Địa điểm university tại Ha Long,university,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Supermarket Thanh Hoa,Thanh Hoa,4.8,['supermarket'],19.51294419621472,105.58957078377075,Địa điểm supermarket tại Thanh Hoa,supermarket,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Quang Tri,Quang Tri,3.9,['bank'],17.129640299289438,107.49356712361812,Địa điểm bank tại Quang Tri,bank,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque Binh Dinh,Binh Dinh,2.6,['mosque'],12.625106535243969,108.76865875586512,Địa điểm mosque tại Binh Dinh,mosque,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Marina Bac Lieu,Bac Lieu,3.1,['marina'],8.960121074471317,106.08481910606378,Địa điểm marina tại Bac Lieu,marina,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Binh Phuoc,Binh Phuoc,4.7,['taxi_stand'],11.93751763216594,106.35138747436008,Địa điểm taxi stand tại Binh Phuoc,taxi_stand,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Quang Binh,Quang Binh,3.0,['bank'],17.61234070919037,106.91475905817026,Địa điểm bank tại Quang Binh,bank,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Church Can Tho,Can Tho,3.6,['church'],9.70851988132192,105.35284283942376,Địa điểm church tại Can Tho,church,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Vinh Long,Vinh Long,4.9,['bank'],10.665556164425302,106.39374286472749,Địa điểm bank tại Vinh Long,bank,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Tennis Court Ba Ria - Vung Tau,Ba Ria - Vung Tau,3.4,['tennis_court'],10.450800848059703,106.59700026085883,Địa điểm tennis court tại Ba Ria - Vung Tau,tennis_court,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Monument Hoi An,Hoi An,4.4,['monument'],16.235551235846565,107.87535668996742,Địa điểm monument tại Hoi An,monument,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pagoda Thua Thien Hue,Thua Thien Hue,4.2,['pagoda'],16.20365090453412,107.33270755366934,Địa điểm pagoda tại Thua Thien Hue,pagoda,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Soc Trang,Soc Trang,3.8,['cinema'],9.350088181018226,105.70741250971128,Địa điểm cinema tại Soc Trang,cinema,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Port Binh Dinh,Binh Dinh,2.8,['port'],13.300398163724935,108.99001779363763,Địa điểm port tại Binh Dinh,port,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Tennis Court Tien Giang,Tien Giang,3.9,['tennis_court'],10.4234726254315,106.59344290059424,Địa điểm tennis court tại Tien Giang,tennis_court,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Church Nghe An,Nghe An,3.5,['church'],18.40706928217044,105.7909637715156,Địa điểm church tại Nghe An,church,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Marina Ninh Thuan,Ninh Thuan,3.2,['marina'],11.625444028422567,109.20331898740466,Địa điểm marina tại Ninh Thuan,marina,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Tam Dao,Tam Dao,4.7,['golf_course'],21.44779136604437,105.63647844046324,Địa điểm golf course tại Tam Dao,golf_course,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Parking Lot Tra Vinh,Tra Vinh,3.8,['parking_lot'],10.063271970291472,106.53041356597076,Địa điểm parking lot tại Tra Vinh,parking_lot,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Lake Tien Giang,Tien Giang,3.0,['lake'],10.146224868987389,106.07426095130592,Địa điểm lake tại Tien Giang,lake,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Ba Vi,Ba Vi,3.3,['museum'],20.703804831370046,105.1741207122958,Địa điểm museum tại Ba Vi,museum,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Phan Thiet,Phan Thiet,2.8,['mountain'],11.223366448434849,108.1027287334824,Địa điểm mountain tại Phan Thiet,mountain,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Nghe An,Nghe An,4.5,['theater'],18.83531992054377,106.0640696542969,Địa điểm theater tại Nghe An,theater,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station Hanoi,Hanoi,4.3,['police_station'],21.36997821618764,106.03040687088472,Địa điểm police station tại Hanoi,police_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Taxi Stand Da Lat,Da Lat,4.4,['taxi_stand'],12.124801593968,108.6259895086094,Địa điểm taxi stand tại Da Lat,taxi_stand,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Museum Tam Dao,Tam Dao,2.7,['museum'],21.844668038439,105.50831526771522,Địa điểm museum tại Tam Dao,museum,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Market Cat Ba,Cat Ba,3.7,['market'],20.894874960694505,107.20359558103011,Địa điểm market tại Cat Ba,market,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Supermarket Ba Vi,Ba Vi,3.5,['supermarket'],20.62795346509532,105.87783239982546,Địa điểm supermarket tại Ba Vi,supermarket,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Cat Ba,Cat Ba,4.4,['cinema'],20.305227658122448,106.80276280931284,Địa điểm cinema tại Cat Ba,cinema,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Ha Tinh,Ha Tinh,4.7,['theater'],18.25344468473908,106.10380972388548,Địa điểm theater tại Ha Tinh,theater,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Thua Thien Hue,Thua Thien Hue,2.6,['stadium'],16.30693644210674,107.85412209639922,Địa điểm stadium tại Thua Thien Hue,stadium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Airport Dak Nong,Dak Nong,3.6,['airport'],11.578931756747147,107.82529481405514,Địa điểm airport tại Dak Nong,airport,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station Ba Vi,Ba Vi,4.2,['police_station'],21.33129095689941,105.5457462062475,Địa điểm police station tại Ba Vi,police_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Shrine Hanoi,Hanoi,4.7,['shrine'],21.292741494831912,105.6956260574412,Địa điểm shrine tại Hanoi,shrine,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Garden Thua Thien Hue,Thua Thien Hue,3.4,['garden'],16.66387895224113,107.09327925837631,Địa điểm garden tại Thua Thien Hue,garden,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Sunrise,Phan Thiet,4.7,['cafe'],10.726867301764257,108.04270185648365,Địa điểm cafe tại Phan Thiet,cafe,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Marina Con Dao,Con Dao,4.0,['marina'],9.169149014412882,106.69447919003746,Địa điểm marina tại Con Dao,marina,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Parking Lot Da Nang,Da Nang,4.6,['parking_lot'],16.037976584109135,108.24998964587608,Địa điểm parking lot tại Da Nang,parking_lot,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Peninsula Kon Tum,Kon Tum,4.9,['peninsula'],14.494535415115788,108.4320017045363,Địa điểm peninsula tại Kon Tum,peninsula,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Vung Tau,Vung Tau,3.1,['stadium'],10.249117419202152,107.26927609759356,Địa điểm stadium tại Vung Tau,stadium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fitness Ba Vi,Ba Vi,3.5,['fitness'],21.415272695579773,105.10386678599376,Địa điểm fitness tại Ba Vi,fitness,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Supermarket Tien Giang,Tien Giang,4.7,['supermarket'],9.918243985145072,105.93308577875284,Địa điểm supermarket tại Tien Giang,supermarket,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Sunset,Quang Binh,4.3,['cafe'],17.267335357648097,106.97766717409418,Địa điểm cafe tại Quang Binh,cafe,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Clinic Kon Tum,Kon Tum,4.7,['clinic'],14.716286870111423,108.21202569408244,Địa điểm clinic tại Kon Tum,clinic,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Botanical Garden An Giang,An Giang,2.7,['botanical_garden'],10.402836903483871,105.14007872130465,Địa điểm botanical garden tại An Giang,botanical_garden,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Church Mui Ne,Mui Ne,4.0,['church'],11.237378359248703,107.95272316781713,Địa điểm church tại Mui Ne,church,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station Ba Vi,Ba Vi,4.9,['police_station'],20.800928995871708,105.31405441195794,Địa điểm police station tại Ba Vi,police_station,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Waterfall Binh Duong,Binh Duong,2.7,['waterfall'],10.916241770436253,106.00822920660887,Địa điểm waterfall tại Binh Duong,waterfall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bay Phu Quoc,Phu Quoc,3.4,['bay'],10.606758217040252,103.61193673545142,Địa điểm bay tại Phu Quoc,bay,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Waterfall Con Dao,Con Dao,4.3,['waterfall'],8.30585644353551,106.2830740085858,Địa điểm waterfall tại Con Dao,waterfall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Quang Ngai,Quang Ngai,3.0,['hospital'],15.068605592044804,108.61236825442872,Địa điểm hospital tại Quang Ngai,hospital,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gym Con Dao,Con Dao,3.0,['gym'],8.318578224891448,106.115774064749,Địa điểm gym tại Con Dao,gym,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Thanh Hoa,Thanh Hoa,4.2,['beach'],20.21009795192843,105.80796466236316,Địa điểm beach tại Thanh Hoa,beach,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm An Giang,An Giang,3.3,['atm'],10.946018666244695,105.00897812243558,Địa điểm atm tại An Giang,atm,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Hai Phong,Hai Phong,3.9,['hospital'],21.04771832014092,106.61967366298212,Địa điểm hospital tại Hai Phong,hospital,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mountain Binh Phuoc,Binh Phuoc,3.5,['mountain'],12.12996166166128,106.43855820286088,Địa điểm mountain tại Binh Phuoc,mountain,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gym Tam Dao,Tam Dao,4.9,['gym'],21.861439616556144,105.46670364255776,Địa điểm gym tại Tam Dao,gym,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Botanical Garden Cat Ba,Cat Ba,4.5,['botanical_garden'],20.382326003865334,106.71393282667836,Địa điểm botanical garden tại Cat Ba,botanical_garden,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fitness Dong Nai,Dong Nai,4.5,['fitness'],11.197283029017148,107.11606916287468,Địa điểm fitness tại Dong Nai,fitness,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station An Giang,An Giang,4.1,['police_station'],10.714333465229531,104.90157061979303,Địa điểm police station tại An Giang,police_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Ba Vi,Ba Vi,4.0,['golf_course'],21.440299380869195,105.51728362414303,Địa điểm golf course tại Ba Vi,golf_course,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Tennis Court Phu Yen,Phu Yen,2.9,['tennis_court'],12.811896034701538,109.2199807564526,Địa điểm tennis court tại Phu Yen,tennis_court,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Tien Giang,Tien Giang,4.1,['theater'],10.33557131500202,106.28376147877532,Địa điểm theater tại Tien Giang,theater,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Ha Tinh,Ha Tinh,4.0,['swimming_pool'],18.5844726039628,105.65491023179266,Địa điểm swimming pool tại Ha Tinh,swimming_pool,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cafe Ocean,Mui Ne,4.8,['cafe'],11.073110158810186,108.73798522399976,Địa điểm cafe tại Mui Ne,cafe,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Car Wash Da Lat,Da Lat,4.6,['car_wash'],11.704936927059146,108.83353146283903,Địa điểm car wash tại Da Lat,car_wash,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Vinh Long,Vinh Long,2.6,['cave'],10.437410631287827,106.43520031195824,Địa điểm cave tại Vinh Long,cave,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Mui Ne,Mui Ne,2.8,['school'],11.2411673530935,108.32812578497808,Địa điểm school tại Mui Ne,school,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Cat Ba,Cat Ba,4.6,['hospital'],20.728962428822864,107.30012261950468,Địa điểm hospital tại Cat Ba,hospital,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Police Station Con Dao,Con Dao,4.6,['police_station'],8.428355927016938,106.33743408913074,Địa điểm police station tại Con Dao,police_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bar Mountain,Can Tho,2.6,['cafe'],9.845381543156378,105.5023665121876,Địa điểm cafe tại Can Tho,cafe,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Ninh Thuan,Ninh Thuan,3.2,['beach'],11.179370468838597,109.42277474717564,Địa điểm beach tại Ninh Thuan,beach,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque Kien Giang,Kien Giang,5.0,['mosque'],9.85502318894384,105.1938756224791,Địa điểm mosque tại Kien Giang,mosque,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Church Phan Thiet,Phan Thiet,4.8,['church'],11.173904391256288,108.7339951800389,Địa điểm church tại Phan Thiet,church,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Plaza Nha Trang,Nha Trang,2.8,['market'],12.649227975481486,108.99840105911956,Địa điểm market tại Nha Trang,market,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Tra Vinh,Tra Vinh,4.5,['bank'],10.37220149300695,106.5776694857139,Địa điểm bank tại Tra Vinh,bank,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Mountain,Soc Trang,3.6,['pub'],9.956244371989076,105.91021250545508,Địa điểm pub tại Soc Trang,pub,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
River Binh Duong,Binh Duong,4.2,['river'],10.954846992796108,106.29513872765546,Địa điểm river tại Binh Duong,river,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Ha Long,Ha Long,3.6,['harbor'],21.2331052062178,107.07820388993996,Địa điểm harbor tại Ha Long,harbor,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Harbor Gia Lai,Gia Lai,4.4,['harbor'],14.278005260348056,107.89296094542964,Địa điểm harbor tại Gia Lai,harbor,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Car Wash Ba Vi,Ba Vi,4.5,['car_wash'],21.216437718138703,105.32198291506192,Địa điểm car wash tại Ba Vi,car_wash,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Spa Relax,Quang Ngai,4.7,['spa'],15.273957450358605,108.86699200263875,Địa điểm spa tại Quang Ngai,spa,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Club Dak Nong,Dak Nong,4.2,['club'],11.90077579594425,108.07380165052372,Địa điểm club tại Dak Nong,club,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
River Hai Phong,Hai Phong,2.6,['river'],20.97228293989903,106.80900086028252,Địa điểm river tại Hai Phong,river,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bar River,Cat Ba,4.3,['bar'],21.04270710553281,107.5175467920731,Địa điểm bar tại Cat Ba,bar,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Ba Ria - Vung Tau,Ba Ria - Vung Tau,3.1,['golf_course'],9.894249175320004,106.5918768472692,Địa điểm golf course tại Ba Ria - Vung Tau,golf_course,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Church Nha Trang,Nha Trang,3.1,['church'],11.957551166083874,108.96993191214156,Địa điểm church tại Nha Trang,church,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
University Dong Thap,Dong Thap,4.1,['university'],10.101144112586953,106.00103697521725,Địa điểm university tại Dong Thap,university,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Garden Hai Phong,Hai Phong,3.9,['garden'],20.63065804031483,107.17018062535274,Địa điểm garden tại Hai Phong,garden,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Quy Nhon,Quy Nhon,2.9,['gas_station'],13.351314965616918,109.56472674344344,Địa điểm gas station tại Quy Nhon,gas_station,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Memorial An Giang,An Giang,2.6,['memorial'],10.89093692480132,105.50805228184063,Địa điểm memorial tại An Giang,memorial,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Beach Thanh Hoa,Thanh Hoa,3.1,['beach'],20.077646292137796,105.82674951764206,Địa điểm beach tại Thanh Hoa,beach,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Gas Station Dak Nong,Dak Nong,3.7,['gas_station'],11.768606548438546,107.65945119602264,Địa điểm gas station tại Dak Nong,gas_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Cat Ba,Cat Ba,4.5,['bank'],20.5809688448946,106.76182791070556,Địa điểm bank tại Cat Ba,bank,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Quang Nam,Quang Nam,3.8,['golf_course'],15.914270933489174,108.50865878704484,Địa điểm golf course tại Quang Nam,golf_course,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Swimming Pool Tam Dao,Tam Dao,4.6,['swimming_pool'],21.559071964896702,105.577424494061,Địa điểm swimming pool tại Tam Dao,swimming_pool,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Plaza Ha Tinh,Ha Tinh,4.2,['shopping_mall'],18.02113311051705,105.95090636748236,Địa điểm shopping mall tại Ha Tinh,shopping_mall,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Airport Ha Tinh,Ha Tinh,4.4,['airport'],18.829734626164736,105.49773064107988,Địa điểm airport tại Ha Tinh,airport,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Airport Thanh Hoa,Thanh Hoa,3.2,['airport'],19.732237965356852,105.31364899585792,Địa điểm airport tại Thanh Hoa,airport,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pagoda Hue,Hue,4.7,['pagoda'],16.398745313299944,107.34510199960104,Địa điểm pagoda tại Hue,pagoda,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital Quang Ngai,Quang Ngai,3.2,['hospital'],15.090982017059892,108.34707608054896,Địa điểm hospital tại Quang Ngai,hospital,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Fire Station Khanh Hoa,Khanh Hoa,4.5,['fire_station'],11.95273385656863,109.2659620373048,Địa điểm fire station tại Khanh Hoa,fire_station,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cave Lam Dong,Lam Dong,4.6,['cave'],11.77763447040962,108.56350445799274,Địa điểm cave tại Lam Dong,cave,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Park Kon Tum,Kon Tum,3.3,['park'],14.785847195618024,107.78782676914211,Địa điểm park tại Kon Tum,park,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Mosque Khanh Hoa,Khanh Hoa,4.2,['mosque'],12.116626509508798,109.09876932249894,Địa điểm mosque tại Khanh Hoa,mosque,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Aquarium Quang Nam,Quang Nam,4.3,['aquarium'],16.241496599143737,108.19504419549423,Địa điểm aquarium tại Quang Nam,aquarium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Pub Mountain,Sapa,2.9,['cafe'],22.525782397780155,104.19738268279885,Địa điểm cafe tại Sapa,cafe,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Temple Binh Duong,Binh Duong,2.8,['temple'],11.40394691317528,106.21157036989024,Địa điểm temple tại Binh Duong,temple,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Port Tra Vinh,Tra Vinh,3.3,['port'],9.968609791694638,106.04685673248048,Địa điểm port tại Tra Vinh,port,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Stadium Vung Tau,Vung Tau,2.9,['stadium'],10.18041931057869,107.24070615008408,Địa điểm stadium tại Vung Tau,stadium,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Supermarket Binh Thuan,Binh Thuan,4.2,['supermarket'],10.901027207716862,108.1486321858154,Địa điểm supermarket tại Binh Thuan,supermarket,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Convenience Store Hoi An,Hoi An,5.0,['convenience_store'],16.19386116554009,108.78339981588968,Địa điểm convenience store tại Hoi An,convenience_store,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Cinema Ben Tre,Ben Tre,4.6,['cinema'],10.433280550335386,106.28704426827132,Địa điểm cinema tại Ben Tre,cinema,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm Vinh Long,Vinh Long,4.1,['atm'],9.953530686408216,106.45911187577062,Địa điểm atm tại Vinh Long,atm,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Bank Quy Nhon,Quy Nhon,2.9,['bank'],14.040959663266952,109.35490879630764,Địa điểm bank tại Quy Nhon,bank,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Golf Course Phu Quoc,Phu Quoc,4.1,['golf_course'],10.025177208030602,104.4468688958234,Địa điểm golf course tại Phu Quoc,golf_course,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Clinic Cat Ba,Cat Ba,3.3,['clinic'],21.22145295675545,106.93697540993698,Địa điểm clinic tại Cat Ba,clinic,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Cat Ba,Cat Ba,2.8,['theater'],20.3073107208698,106.62927578012663,Địa điểm theater tại Cat Ba,theater,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Spa Zen,Hai Phong,3.9,['massage'],20.45610668967652,106.56050330730666,Địa điểm massage tại Hai Phong,massage,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Port Dak Nong,Dak Nong,3.1,['port'],11.61153332064577,108.1827932651579,Địa điểm port tại Dak Nong,port,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Botanical Garden Dong Thap,Dong Thap,2.7,['botanical_garden'],10.189802778848296,106.15415796049332,Địa điểm botanical garden tại Dong Thap,botanical_garden,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Theater Kon Tum,Kon Tum,4.1,['theater'],14.125579130496265,107.66562013571247,Địa điểm theater tại Kon Tum,theater,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Hospital An Giang,An Giang,4.9,['hospital'],10.2560053669225,105.34882705730202,Địa điểm hospital tại An Giang,hospital,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Atm Thua Thien Hue,Thua Thien Hue,3.2,['atm'],15.972541374877798,107.9995472834523,Địa điểm atm tại Thua Thien Hue,atm,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Gia Lai,Gia Lai,5.0,['school'],14.240648654958136,108.16833975526092,Địa điểm school tại Gia Lai,school,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Waterfall Kon Tum,Kon Tum,3.3,['waterfall'],14.265886711132522,108.28813566741071,Địa điểm waterfall tại Kon Tum,waterfall,3.0,,,,,,,,,,,2025-10-07T21:05:56.402977
School Binh Duong,Binh Duong,4.9,['school'],11.07429871736442,106.44106052657408,Địa điểm school tại Binh Duong,school,1.0,,,,,,,,,,,2025-10-07T21:05:56.402977
Market Hau Giang,Hau Giang,2.8,['shopping_mall'],9.600539844171436,105.24881689004911,Địa điểm shopping mall tại Hau Giang,shopping_mall,2.0,,,,,,,,,,,2025-10-07T21:05:56.402977
